date,rate_bank_transfer,rate_cash_pickup
"2025-01-01 05:03:03.039386","10.4540866618","10.4277804548"
"2025-01-01 07:03:02.883166","10.4540866618","10.4277804548"
"2025-01-01 09:03:07.694387","10.4540866618","10.4277804548"
"2025-01-01 11:03:03.192306","10.4540866618","10.4277804548"
"2025-01-01 13:03:03.935499","10.38783896908","10.36169946488"
"2025-01-01 15:03:03.629989","10.38783896908","10.36169946488"
"2025-01-01 17:03:07.171469","10.38783896908","10.36169946488"
"2025-01-01 19:03:03.064405","10.38783896908","10.36169946488"
"2025-01-02 07:03:03.769145","10.38783896908","10.36169946488"
"2025-01-02 09:03:02.851702","10.38783896908","10.36169946488"
"2025-01-02 13:03:03.183505","10.36596764284","10.33988317469"
"2025-01-02 15:03:07.107340","10.36596764284","10.33988317469"
"2025-01-02 17:03:03.048126","10.36596764284","10.33988317469"
"2025-01-02 19:03:03.582440","10.36596764284","10.33988317469"
"2025-01-03 05:03:03.663578","10.36596764284","10.33988317469"
"2025-01-03 07:03:07.283477","10.36596764284","10.33988317469"
"2025-01-03 09:03:03.425410","10.36596764284","10.33988317469"
"2025-01-03 11:03:02.563087","10.36596764284","10.33988317469"
"2025-01-03 13:03:07.553410","10.30097440284","10.27505348084"
"2025-01-03 15:03:03.243992","10.30097440284","10.27505348084"
"2025-01-03 17:03:02.621700","10.30097440284","10.27505348084"
"2025-01-03 19:03:02.662573","10.30097440284","10.27505348084"
"2025-01-04 07:03:07.310022","10.32702238316","10.30103591516"
"2025-01-04 09:03:02.966330","10.32702238316","10.30103591516"
"2025-01-04 11:03:07.656815","10.32702238316","10.30103591516"
"2025-01-04 13:03:03.502509","10.32702238316","10.30103591516"
"2025-01-04 15:03:03.125867","10.32702238316","10.30103591516"
"2025-01-04 17:03:03.155840","10.32702238316","10.30103591516"
"2025-01-04 19:03:03.238513","10.32702238316","10.30103591516"
"2025-01-05 11:03:03.894102","10.32702238316","10.30103591516"
"2025-01-05 13:03:08.180155","10.32702238316","10.30103591516"
"2025-01-05 15:03:03.231166","10.32702238316","10.30103591516"
"2025-01-05 17:03:03.376950","10.32702238316","10.30103591516"
"2025-01-05 19:03:03.323573","10.32702238316","10.30103591516"
"2025-01-06 05:03:04.136727","10.32702238316","10.30103591516"
"2025-01-06 07:03:03.865222","10.32702238316","10.30103591516"
"2025-01-06 09:03:03.924046","10.32702238316","10.30103591516"
"2025-01-06 11:03:03.901464","10.32702238316","10.30103591516"
"2025-01-06 17:03:03.572512","10.26453679676","10.23870756476"
"2025-01-06 19:03:03.934851","10.26453679676","10.23870756476"
"2025-01-07 07:03:03.168525","10.26453679676","10.23870756476"
"2025-01-07 09:03:08.432329","10.26453679676","10.23870756476"
"2025-01-07 11:03:04.315032","10.26453679676","10.23870756476"
"2025-01-07 13:03:03.390592","10.37637990038","10.35026923128"
"2025-01-07 17:03:07.048951","10.37637990038","10.35026923128"
"2025-01-07 19:03:02.843164","10.37637990038","10.35026923128"
"2025-01-08 05:03:04.130361","10.37637990038","10.35026923128"
"2025-01-08 07:03:03.102167","10.37637990038","10.35026923128"
"2025-01-08 09:03:02.895953","10.37637990038","10.35026923128"
"2025-01-08 13:03:03.978235","10.30915829942","10.28321678382"
"2025-01-08 15:03:03.245509","10.30915829942","10.28321678382"
"2025-01-08 17:03:03.501834","10.30915829942","10.28321678382"
"2025-01-08 19:03:03.311143","10.30915829942","10.28321678382"
"2025-01-09 05:03:03.264924","10.30915829942","10.28321678382"
"2025-01-09 07:03:03.202224","10.30915829942","10.28321678382"
"2025-01-09 09:03:04.102756","10.30915829942","10.28321678382"
"2025-01-09 11:03:03.022842","10.30915829942","10.28321678382"
"2025-01-09 13:03:04.049601","10.30251701022","10.27659220647"
"2025-01-09 15:03:02.987167","10.30251701022","10.27659220647"
"2025-01-09 17:03:02.603962","10.30251701022","10.27659220647"
"2025-01-09 19:03:03.071981","10.30251701022","10.27659220647"
"2025-01-10 05:03:03.661523","10.30251701022","10.27659220647"
"2025-01-10 07:03:02.761466","10.30251701022","10.27659220647"
"2025-01-10 09:03:02.923372","10.30251701022","10.27659220647"
"2025-01-10 11:03:07.689756","10.30251701022","10.27659220647"
"2025-01-10 13:03:03.258734","10.28603244095","10.26014911825"
"2025-01-10 15:03:02.115383","10.28603244095","10.26014911825"
"2025-01-10 17:03:03.256703","10.28603244095","10.26014911825"
"2025-01-10 19:03:02.836731","10.28603244095","10.26014911825"
"2025-01-11 05:03:03.839363","10.22911526312","10.20337516432"
"2025-01-11 09:03:07.204585","10.22911526309","10.20337516429"
"2025-01-11 13:03:03.430910","10.22911526309","10.20337516429"
"2025-01-11 19:03:07.269489","10.22911526309","10.20337516429"
"2025-01-12 05:03:03.035002","10.22911526309","10.20337516429"
"2025-01-12 07:03:02.880187","10.22911526309","10.20337516429"
"2025-01-12 11:03:02.978124","10.22911526309","10.20337516429"
"2025-01-12 13:03:03.558585","10.22911526309","10.20337516429"
"2025-01-12 15:03:03.153067","10.22911526309","10.20337516429"
"2025-01-12 17:03:06.971759","10.22911526309","10.20337516429"
"2025-01-12 19:03:03.324352","10.22911526309","10.20337516429"
"2025-01-13 05:03:03.202005","10.22911526309","10.20337516429"
"2025-01-13 07:03:03.474928","10.22911526309","10.20337516429"
"2025-01-13 09:03:03.164276","10.22911526309","10.20337516429"
"2025-01-13 11:03:03.032541","10.22911526309","10.20337516429"
"2025-01-13 13:03:02.512883","10.24371407007","10.21793723547"
"2025-01-13 15:03:03.532109","10.24371407007","10.21793723547"
"2025-01-13 17:03:07.116817","10.24371407007","10.21793723547"
"2025-01-13 19:03:03.755224","10.24371407007","10.21793723547"
"2025-01-14 05:03:08.021517","10.24371407007","10.21793723547"
"2025-01-14 07:03:02.697012","10.24371407007","10.21793723547"
"2025-01-14 09:03:07.590301","10.24371407007","10.21793723547"
"2025-01-14 11:03:04.269545","10.24371407007","10.21793723547"
"2025-01-14 13:03:03.141098","10.27446657095","10.2486123521"
"2025-01-14 15:03:03.019255","10.27446657095","10.2486123521"
"2025-01-14 17:03:03.175766","10.27446657095","10.2486123521"
"2025-01-14 19:03:02.489930","10.27446657095","10.2486123521"
"2025-01-15 05:03:07.660275","10.27446657095","10.2486123521"
"2025-01-15 07:03:03.531407","10.27446657095","10.2486123521"
"2025-01-15 09:03:03.472840","10.27446657095","10.2486123521"
"2025-01-15 11:03:03.017457","10.27446657095","10.2486123521"
"2025-01-15 13:03:03.297106","10.29338014843","10.26747833628"
"2025-01-15 13:55:11.790066","10.29338014843","10.26747833628"
"2025-01-15 13:59:05.441882","10.29338014843","10.26747833628"
"2025-01-15 15:03:11.917422","10.29338014843","10.26747833628"
"2025-01-15 17:03:10.503937","10.29338014843","10.26747833628"
"2025-01-15 19:03:12.422816","10.29338014843","10.26747833628"
"2025-01-16 05:03:10.074301","10.29338014843","10.26747833628"
"2025-01-16 07:03:10.739316","10.29338014843","10.26747833628"
"2025-01-16 07:03:23.717257","10.545145","10.545145"
"2025-01-16 09:03:10.421821","10.29338014843","10.26747833628"
"2025-01-16 11:03:14.228833","10.29338014843","10.26747833628"
"2025-01-16 13:03:11.279768","10.27644744113","10.25058823771"
"2025-01-16 15:03:10.201556","10.27644744113","10.25058823771"
"2025-01-16 17:03:12.795310","10.27644744113","10.25058823771"
"2025-01-16 19:03:11.557069","10.27644744113","10.25058823771"
"2025-01-17 05:03:11.402865","10.27644744113","10.25058823771"
"2025-01-17 07:03:10.744147","10.27644744113","10.25058823771"
